1|11|94
1|2|3
1|4|57
1|5|10
2|4|78
2|5|68
2|8|29
2|9|74
3|12|81
3|1|43
3|7|43
3|7|58
4|1|82
4|5|18
4|6|85
4|9|9
5|6|14
5|6|52
5|7|2
5|9|73
6|11|52
6|4|29
6|7|49
6|8|76
7|2|29
7|3|1
7|4|63
7|4|98
8|1|65
8|3|9
8|7|60
8|7|89
9|10|65
9|11|33
9|2|90
9|7|99
10|3|29
10|7|10
10|9|0
10|9|9
11|12|79
11|2|38
11|3|54
11|7|38
12|10|37
12|12|20
12|1|7
12|4|10
13|2|15
13|3|60
13|4|69
13|6|4
14|10|41
14|10|74
14|2|34
14|3|40
15|1|17
15|3|13
15|5|41
15|9|2
16|12|48
16|1|33
16|2|17
16|9|91
17|10|52
17|3|49
17|3|94
17|5|92
18|12|87
18|2|13
18|2|41
18|9|28
19|11|40
19|3|96
19|8|29
19|9|27
20|10|9
20|12|55
20|3|73
20|9|40
21|12|13
21|6|38
21|6|65
21|7|93
22|11|21
22|3|15
22|4|14
22|9|32
23|1|19
23|1|58
23|2|53
23|7|20
24|12|69
24|3|42
24|5|15
24|5|55
25|11|23
25|1|6
25|2|41
25|7|21
26|1|8
26|3|39
26|4|88
26|7|46
27|10|38
27|3|45
27|3|88
27|7|59
28|2|83
28|4|88
28|6|70
28|9|36
29|2|23
29|4|21
29|5|47
29|7|9
30|10|51
30|5|43
30|6|60
30|7|80
31|11|25
31|12|58
31|3|47
31|4|5
32|1|15
32|4|85
32|5|38
32|7|99
33|11|16
33|2|74
33|5|66
33|8|73
34|10|83
34|5|93
34|6|9
34|7|67
35|10|86
35|3|4
35|4|98
35|5|50
36|11|49
36|2|32
36|4|27
36|8|31
37|1|67
37|6|97
37|7|34
37|7|57
38|1|29
38|3|27
38|8|94
38|9|74
39|2|49
39|5|37
39|5|9
39|9|62
40|10|15
40|10|70
40|12|91
40|5|36
41|10|44
41|2|35
41|5|43
41|6|77
42|10|24
42|12|14
42|4|87
42|8|11
43|11|27
43|11|41
43|4|26
43|4|93
44|3|93
44|4|26
44|8|11
44|9|14
45|1|85
45|7|32
45|8|41
45|9|47
46|11|94
46|6|87
46|7|19
46|9|14
47|3|30
47|4|10
47|4|39
47|7|0
48|11|17
48|1|55
48|2|17
48|5|62
49|10|55
49|12|17
49|12|46
49|4|11
50|10|27
50|4|32
50|4|40
50|6|59
51|11|61
51|11|0
51|1|7
51|7|39
52|1|83
52|2|53
52|7|77
52|9|38
53|12|4
53|5|34
53|6|98
53|9|7
54|10|20
54|3|23
54|3|62
54|6|30
55|4|96
55|5|38
55|8|92
55|9|19
56|11|66
56|2|55
56|3|86
56|6|69
57|1|47
57|4|2
57|6|40
57|7|30
58|1|95
58|2|11
58|4|99
58|9|62
59|1|13
59|1|18
59|12|69
59|5|39
60|1|80
60|5|24
60|5|59
60|5|91
61|1|12
61|11|22
61|12|59
61|9|53
62|1|37
62|8|30
62|8|74
62|9|89
63|1|25
63|12|75
63|4|61
63|7|38
64|10|23
64|3|91
64|5|17
64|8|78
65|10|70
65|3|78
65|9|10
65|9|35
66|10|64
66|3|57
66|6|33
66|8|20
67|10|3
67|1|29
67|6|90
67|9|39
68|12|42
68|12|62
68|2|59
68|4|81
69|11|98
69|5|4
69|6|15
69|7|48
70|7|15
70|8|57
70|9|66
70|9|72
71|12|80
71|1|92
71|6|96
71|7|36
72|12|34
72|12|45
72|5|33
72|8|60
73|10|60
73|12|35
73|3|62
73|5|27
74|11|83
74|5|89
74|5|97
74|8|97
75|1|75
75|3|25
75|3|76
75|6|59
76|10|56
76|2|41
76|4|59
76|6|17
77|10|30
77|4|41
77|8|92
77|9|30
78|10|80
78|11|85
78|12|35
78|8|25
79|1|11
79|4|15
79|5|72
79|8|96
80|4|62
80|6|28
80|6|46
80|8|55
81|12|57
81|3|15
81|8|34
